model auto,year of production,mileage,exterior colour,tax,transmission,wheel drive,condition,number of owners,engine volume,engine power,engine type,fuel type,acceleration,MPG,country of the car brand,class,top speed,environmental class,price
"Porsche Cayenne, 2019",2019,78 670 км,чёрный,42 500  / год,автоматическая,полный,Не требует ремонта,3 или более,3.0 л,340 л.с.,бензиновый ,АИ-98 ,6.2 с,9.2 л,Германия ,E ,245 км/ч,Euro 6 ,7 990 000 
"Volkswagen Polo, 2013",2013,145 000 км,красный,3 255  / год,механическая,передний,Не требует ремонта,3 или более,1.6 л,105 л.с.,бензиновый ,АИ-95 ,10.5 с,6.5 л,Германия ,B ,190 км/ч,Euro 4 ,755 000 
"Lada (ВАЗ) Granta, 2022",2022,23 000 км,белый,2 250  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,90 л.с.,бензиновый ,АИ-95 ,11.3 с,6.8 л,Россия ,B ,178 км/ч,Euro 5 ,869 990 
"Chery Tiggo 7 Pro, 2022",2022,50 000 км,синий,5 145  / год,вариатор,передний,Не требует ремонта,1 владелец,1.5 л,147 л.с.,бензиновый ,АИ-92 ,9.8 с,8.2 л,Китай ,C ,186 км/ч,Euro 6 ,2 000 000 
"Lada (ВАЗ) Vesta, 2018",2018,149 826 км,чёрный,3 392  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,106 л.с.,бензиновый ,АИ-92 ,11.2 с,6.9 л,Россия ,B ,175 км/ч,Euro 5 ,850 000 
"Lada (ВАЗ) 2121 (4x4), 2013",2013,110 550 км,белый,1 826  / год,механическая,полный,Не требует ремонта,3 или более,1.7 л,83 л.с.,бензиновый ,АИ-95 ,19.0 с,9.7 л,Россия ,J ,137 км/ч,Euro 4 ,485 000 
"Mazda CX-5, 2017",2017,79 518 км,синий,5 100  / год,автоматическая,полный,Не требует ремонта,2 владельца,2.0 л,150 л.с.,бензиновый ,АИ-95 ,10.6 с,7.0 л,Япония ,C ,184 км/ч,?,2 740 000 
"BMW M5, 2018",2018,30 890 км,коричневый,75 000  / год,автоматическая,полный,Не требует ремонта,3 или более,4.4 л,600 л.с.,бензиновый ,АИ-95 ,3.4 с,10.5 л,Германия ,E ,250 км/ч,Euro 6 ,12 300 000 
"Haval F7, 2021",2021,55 000 км,чёрный,9 500  / год,роботизированная,полный,Не требует ремонта,1 владелец,2.0 л,190 л.с.,бензиновый ,АИ-95 ,9.0 с,8.8 л,Китай ,C ,195 км/ч,Euro 5 ,2 400 000 
"Kia Cerato, 2006",2006,204 300 км,серебристый,3 060  / год,механическая,передний,Не требует ремонта,1 владелец,1.5 л,102 л.с.,дизельный ,ДТ ,12.5 с,4.9 л,Южная Корея ,C ,175 км/ч,?,360 000 
"Toyota RAV4, 2021",2021,43 000 км,белый,5 215  / год,вариатор,полный,Не требует ремонта,1 владелец,2.0 л,149 л.с.,бензиновый ,АИ-92 ,11.0 с,6.6 л,Япония ,C ,190 км/ч,Euro 5 ,3 769 900 
"Geely Coolray, 2023",2023,170 км,белый,5 145  / год,роботизированная,передний,Не требует ремонта,1 владелец,1.5 л,147 л.с.,бензиновый ,АИ-92 ,8.1 с,6.1 л,Китай ,B ,195 км/ч,Euro 6 ,2 340 000 
"Chery Tiggo 7 Pro, 2020",2020,43 км,чёрный,5 145  / год,вариатор,передний,Не требует ремонта,1 владелец,1.5 л,147 л.с.,бензиновый ,АИ-92 ,9.8 с,8.2 л,Китай ,C ,186 км/ч,Euro 6 ,2 100 000 
"Mitsubishi Pajero, 2007",2007,386 000 км,серый,16 250  / год,автоматическая,полный,Не требует ремонта,1 владелец,3.8 л,250 л.с.,бензиновый ,АИ-95 ,10.8 с,13.5 л,Япония ,J ,200 км/ч,?,2 290 000 
"Lada (ВАЗ) Vesta SW, 2020",2020,80 000 км,белый,3 498  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,106 л.с.,бензиновый ,АИ-92 ,12.4 с,7.3 л,Россия ,B ,178 км/ч,Euro 5 ,1 249 000 
"Kia Rio, 2015",2015,130 000 км,чёрный,3 936  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,123 л.с.,бензиновый ,АИ-95 ,10.3 с,6.4 л,Южная Корея ,B ,190 км/ч,Euro 4 ,1 132 000 
"Mercedes-Benz M-Класс AMG 63 AMG, 2008",2008,265 000 км,чёрный,58 650  / год,автоматическая,полный,Не требует ремонта,3 или более,6.2 л,510 л.с.,бензиновый ,АИ-98 ,5.0 с,16.5 л,Германия ,E ,250 км/ч,?,2 500 000 
"Toyota Land Cruiser, 2013",2013,215 103 км,белый,15 980  / год,автоматическая,полный,Не требует ремонта,3 или более,4.5 л,235 л.с.,дизельный ,ДТ ,8.9 с,8.1 л,Япония ,J ,210 км/ч,Euro 4 ,4 500 000 
"Kia Sportage, 2023",2023,10 170 км,чёрный,5 250  / год,автоматическая,полный,Не требует ремонта,1 владелец,2.0 л,150 л.с.,бензиновый ,АИ-95 ,11.9 с,8.2 л,Южная Корея ,C ,180 км/ч,Euro 5 ,3 770 000 
"Hyundai Solaris, 2017",2017,92 450 км,белый,3 936  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,123 л.с.,бензиновый ,АИ-92 ,10.3 с,6.0 л,Южная Корея ,B ,193 км/ч,Euro 5 ,1 299 000 
"Lada (ВАЗ) Vesta, 2021",2021,98 641 км,чёрный,3 498  / год,механическая,передний,Не требует ремонта,2 владельца,1.6 л,106 л.с.,бензиновый ,АИ-92 ,11.2 с,6.9 л,Россия ,B ,175 км/ч,Euro 5 ,1 069 000 
"Lada (ВАЗ) Vesta Cross, 2023",2023,40 115 км,белый,3 498  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,106 л.с.,бензиновый ,АИ-92 ,12.9 с,7.3 л,Россия ,B ,174 км/ч,Euro 5 ,1 542 000 
"Renault Duster, 2021",2021,89 000 км,серый,5 005  / год,механическая,полный,Не требует ремонта,1 владелец,2.0 л,143 л.с.,бензиновый ,АИ-95 ,10.3 с,7.8 л,Франция ,B ,180 км/ч,Euro 5 ,1 836 000 
"Volkswagen Jetta, 2013",2013,108 000 км,чёрный,3 782  / год,роботизированная,передний,Не требует ремонта,3 или более,1.4 л,122 л.с.,бензиновый ,АИ-98 ,9.8 с,6.0 л,Германия ,C ,202 км/ч,Euro 5 ,1 250 000 
"Kia Rio, 2021",2021,74 000 км,серый,4 059  / год,автоматическая,передний,Не требует ремонта,2 владельца,1.6 л,123 л.с.,бензиновый ,АИ-92 ,11.2 с,6.6 л,Южная Корея ,B ,192 км/ч,Euro 5 ,1 695 000 
"Lada (ВАЗ) Vesta SW Cross, 2021",2021,74 451 км,чёрный,4 026  / год,механическая,передний,Не требует ремонта,2 владельца,1.8 л,122 л.с.,бензиновый ,АИ-92 ,11.2 с,7.9 л,Россия ,B ,180 км/ч,Euro 5 ,1 499 000 
"Volkswagen Passat CC, 2010",2010,240 000 км,белый,9 600  / год,роботизированная,передний,Не требует ремонта,3 или более,2.0 л,200 л.с.,бензиновый ,АИ-95 ,7.7 с,8.5 л,Германия ,E ,235 км/ч,Euro 4 ,1 100 000 
"Toyota Camry, 2015",2015,185 000 км,белый,8 869  / год,автоматическая,передний,Не требует ремонта,3 или более,2.5 л,181 л.с.,бензиновый ,АИ-95 ,9.0 с,7.8 л,Япония ,E ,210 км/ч,Euro 4 ,2 150 000 
"Chevrolet Lacetti, 2007",2007,205 000 км,красный,3 660  / год,автоматическая,передний,Не требует ремонта,3 или более,1.8 л,122 л.с.,бензиновый ,АИ-95 ,10.9 с,8.8 л,США ,C ,187 км/ч,Euro 4 ,515 000 
"Kia Cerato, 2014",2014,143 865 км,серебристый,4 290  / год,механическая,передний,Не требует ремонта,3 или более,1.6 л,130 л.с.,бензиновый ,АИ-95 ,10.1 с,6.5 л,Южная Корея ,C ,200 км/ч,Euro 5 ,994 000 
"BMW X5 35i, 2013",2013,200 000 км,чёрный,36 720  / год,автоматическая,полный,Не требует ремонта,3 или более,3.0 л,306 л.с.,бензиновый ,АИ-95 ,6.8 с,10.1 л,Германия ,E ,235 км/ч,Euro 5 ,2 100 000 
"Chery Tiggo 8 Pro, 2022",2022,35 000 км,красный,9 300  / год,роботизированная,передний,Не требует ремонта,1 владелец,1.6 л,186 л.с.,бензиновый ,АИ-92 ,8.9 с,7.0 л,Китай ,D ,185 км/ч,Euro 5 ,2 390 000 
"Skoda Octavia, 2014",2014,269 820 км,белый,3 255  / год,роботизированная,передний,Не требует ремонта,3 или более,1.2 л,105 л.с.,бензиновый ,АИ-95 ,10.5 с,5.0 л,Чехия ,C ,196 км/ч,Euro 5 ,990 000 
"Kia Rio, 2020",2020,29 000 км,красный,4 059  / год,автоматическая,передний,Не требует ремонта,1 владелец,1.6 л,123 л.с.,бензиновый ,АИ-92 ,11.2 с,6.6 л,Южная Корея ,B ,192 км/ч,Euro 5 ,1 850 000 
"Toyota Alphard, 2012",2012,210 000 км,чёрный,22 000  / год,автоматическая,передний,Не требует ремонта,2 владельца,3.5 л,275 л.с.,бензиновый ,АИ-95 ,8.3 с,10.9 л,Япония ,M ,200 км/ч,Euro 4 ,3 000 000 
"Volkswagen Atlas, 2021",2021,10 564 км,серый,28 980  / год,автоматическая,полный,Не требует ремонта,1 владелец,3.6 л,276 л.с.,бензиновый ,АИ-95 ,?,13.1 л,Германия ,E ,?,?,6 100 000 
"Tesla Model X P100D, 2019",2019,7 894 км,синий,0  / год,автоматическая,полный,Не требует ремонта,1 владелец,895/1795 л,762 л.с.,Электро ,?,2.8 с,?,США ,E ,261 км/ч,?,6 099 000 
"Suzuki SX4, 2013",2013,175 985 км,чёрный,3 472  / год,автоматическая,полный,Не требует ремонта,1 владелец,1.6 л,112 л.с.,бензиновый ,АИ-95 ,12.3 с,7.6 л,Япония ,B ,175 км/ч,Euro 4 ,1 020 000 
"Lada (ВАЗ) Vesta, 2017",2017,137 639 км,синий,3 392  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,106 л.с.,бензиновый ,АИ-92 ,11.2 с,6.9 л,Россия ,B ,175 км/ч,Euro 5 ,860 000 
"Skoda Octavia, 2006",2006,361 113 км,белый,1 500  / год,механическая,передний,Не требует ремонта,2 владельца,1.4 л,75 л.с.,бензиновый ,АИ-95 ,15.3 с,6.8 л,Чехия ,C ,171 км/ч,?,539 000 
"Kia Sportage, 2019",2019,51 642 км,белый,4 624  / год,роботизированная,передний,Не требует ремонта,1 владелец,1.6 л,136 л.с.,дизельный ,ДТ ,11.5 с,4.8 л,Южная Корея ,C ,180 км/ч,Euro 6 ,2 549 000 
"Peugeot 308, 2012",2012,175 190 км,красный,3 720  / год,автоматическая,передний,Не требует ремонта,3 или более,1.6 л,120 л.с.,бензиновый ,АИ-95 ,13.0 с,6.9 л,Франция ,C ,188 км/ч,Euro 5 ,699 000 
"Volkswagen Polo, 2016",2016,120 000 км,коричневый,3 520  / год,механическая,передний,Не требует ремонта,2 владельца,1.6 л,110 л.с.,бензиновый ,АИ-95 ,10.4 с,5.8 л,Германия ,B ,191 км/ч,Euro 5 ,1 220 000 
"Renault Sandero, 2010",2010,124 000 км,серебристый,1 848  / год,механическая,передний,Не требует ремонта,3 или более,1.6 л,84 л.с.,бензиновый ,АИ-95 ,11.5 с,7.3 л,Франция ,B ,175 км/ч,Euro 4 ,570 000 
"Nissan Almera Classic, 2011",2011,241 782 км,чёрный,3 317  / год,автоматическая,передний,Не требует ремонта,3 или более,1.6 л,107 л.с.,бензиновый ,АИ-95 ,13.9 с,7.6 л,Япония ,C ,177 км/ч,?,600 000 
"Mercedes-Benz M-Класс 350, 2013",2013,238 121 км,белый,36 720  / год,автоматическая,полный,Не требует ремонта,3 или более,3.5 л,306 л.с.,бензиновый ,АИ-95 ,7.6 с,8.8 л,Германия ,E ,235 км/ч,Euro 5 ,2 649 000 
"Lada (ВАЗ) Granta, 2015",2015,106 000 км,серый,2 001  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,87 л.с.,бензиновый ,АИ-95 ,12.4 с,7.0 л,Россия ,B ,166 км/ч,?,490 000 
"Renault Logan, 2006",2006,147 000 км,серый,1 740  / год,механическая,передний,Не требует ремонта,3 или более,1.6 л,87 л.с.,бензиновый ,АИ-95 ,11.5 с,7.2 л,Франция ,B ,175 км/ч,?,250 000 
"Lexus RX 450h, 2009",2009,200 000 км,чёрный,16 185  / год,вариатор,полный,Не требует ремонта,3 или более,3.5 л,249 л.с.,гибридный ,АИ-95 ,7.9 с,6.3 л,Япония ,E ,200 км/ч,Euro 5 ,2 096 000 
"Lada (ВАЗ) Granta, 2019",2019,75 000 км,серый,2 001  / год,механическая,передний,Не требует ремонта,3 или более,1.6 л,87 л.с.,бензиновый ,АИ-95 ,11.8 с,6.8 л,Россия ,B ,171 км/ч,Euro 5 ,729 990 
"Lada (ВАЗ) XRAY, 2018",2018,94 931 км,серебристый,3 392  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,106 л.с.,бензиновый ,АИ-95 ,11.4 с,7.2 л,Россия ,B ,176 км/ч,?,929 990 
"Mercedes-Benz GL-Класс 350 CDI BlueEfficiency, 2011",2011,176 854 км,белый,13 082  / год,автоматическая,полный,Не требует ремонта,3 или более,3.0 л,211 л.с.,дизельный ,ДТ ,9.5 с,9.6 л,Германия ,F ,210 км/ч,Euro 4 ,2 150 000 
