model auto,year of production,mileage,exterior colour,tax,transmission,wheel drive,number of owners,engine volume,engine power,engine type,fuel type,acceleration,MPG,country of the car brand,class,top speed,environmental class,price
Kia,2008,135000.0,бежевый,3030.0,автоматическая,передний,3 или более,1.6,101.0,бензиновый ,АИ-92 ,16.0,8.2,Южная Корея ,C ,175.0,Euro 0,442000.0
DW,2017,92000.0,чёрный,5066.0,механическая,полный,1 владелец,2.0,149.0,бензиновый ,АИ-92 ,14.0,8.7,Россия ,J ,160.0,Euro 4 ,1700000.0
Lada,2019,163000.0,белый,2001.0,механическая,передний,2 владельца,1.6,87.0,бензиновый ,АИ-95 ,11.6,7.5,Россия ,B ,172.0,Euro 5 ,590000.0
Chery,2020,91000.0,серый,4026.0,вариатор,передний,1 владелец,2.0,122.0,бензиновый ,АИ-92 ,14.0,8.2,Китай ,B ,174.0,Euro 5 ,1500000.0
Volkswagen,2015,101647.0,бежевый,3360.0,механическая,передний,1 владелец,1.6,105.0,бензиновый ,АИ-95 ,10.5,6.4,Германия ,B ,190.0,Euro 4 ,1050000.0
Toyota,2013,223449.0,серый,4818.0,вариатор,полный,2 владельца,2.0,146.0,бензиновый ,АИ-95 ,11.3,7.8,Япония ,C ,180.0,Euro 0,1980000.0
Mitsubishi,2021,47778.0,белый,5110.0,вариатор,полный,1 владелец,2.0,146.0,бензиновый ,АИ-92 ,12.0,7.7,Япония ,D ,188.0,Euro 5 ,2913000.0
Lada,2019,130057.0,чёрный,2001.0,механическая,передний,1 владелец,1.6,87.0,бензиновый ,АИ-95 ,11.8,6.8,Россия ,B ,171.0,Euro 5 ,789000.0
Lexus,2015,241357.0,синий,23120.0,автоматическая,полный,3 или более,4.5,272.0,дизельный ,ДТ ,8.6,9.5,Япония ,J ,210.0,Euro 0,5560000.0
Volkswagen,2019,85000.0,зелёный,8820.0,роботизированная,полный,1 владелец,2.0,180.0,бензиновый ,АИ-95 ,7.7,8.0,Германия ,C ,208.0,Euro 6 ,2999000.0
Chevrolet,2023,15.0,чёрный,3729.0,роботизированная,передний,1 владелец,1.5,113.0,бензиновый ,АИ-92 ,12.9,5.9,США ,C ,175.0,Euro 0,2240000.0
Skoda,2012,106410.0,чёрный,6840.0,роботизированная,полный,3 или более,1.8,152.0,бензиновый ,АИ-95 ,9.0,8.0,Чехия ,B ,192.0,Euro 5 ,1227000.0
Lada,2022,42229.0,серый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,999000.0
Volkswagen,2012,139000.0,чёрный,9600.0,автоматическая,полный,3 или более,2.0,200.0,бензиновый ,АИ-95 ,8.5,9.9,Германия ,C ,207.0,Euro 5 ,1470000.0
BMW,2019,120000.0,синий,50000.0,автоматическая,полный,3 или более,3.0,400.0,дизельный ,ДТ ,4.6,6.0,Германия ,F ,250.0,Euro 6 ,6950000.0
Audi,2012,78000.0,золотистый,13950.0,автоматическая,полный,1 владелец,2.0,225.0,бензиновый ,АИ-95 ,7.1,7.9,Германия ,D ,222.0,Euro 5 ,2300000.0
Mitsubishi,2005,168000.0,серебристый,4320.0,механическая,передний,2 владельца,2.0,135.0,бензиновый ,АИ-95 ,9.6,8.4,Япония ,C ,204.0,Euro 0,790000.0
BMW,2020,126000.0,синий,17928.0,автоматическая,полный,3 или более,3.0,249.0,дизельный ,ДТ ,6.5,6.6,Германия ,E ,230.0,Euro 6 ,7940000.0
Mercedes-Benz,2021,8200.0,чёрный,9850.0,автоматическая,полный,1 владелец,2.0,197.0,бензиновый ,АИ-95 ,7.6,7.1,Германия ,E ,232.0,Euro 6 ,6590000.0
Nissan,2015,191000.0,серебристый,3264.0,автоматическая,передний,1 владелец,1.6,102.0,бензиновый ,АИ-92 ,12.7,8.5,Япония ,B ,175.0,Euro 0,750000.0
Lada,2023,27000.0,белый,3498.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,11.3,7.3,Россия ,B ,182.0,Euro 5 ,1349000.0
Hyundai,2014,71123.0,серый,3813.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.5,Южная Корея ,B ,185.0,Euro 4 ,1199000.0
Lexus,2014,108000.0,белый,16184.0,автоматическая,полный,3 или более,2.0,238.0,бензиновый ,АИ-95 ,7.2,8.8,Япония ,D ,200.0,Euro 6 ,2999000.0
Lexus,2013,195000.0,чёрный,26315.0,автоматическая,полный,3 или более,3.5,277.0,бензиновый ,АИ-95 ,8.0,10.6,Япония ,E ,200.0,Euro 4 ,2860000.0
Toyota,2006,277616.0,серый,6688.0,автоматическая,полный,3 или более,2.0,152.0,бензиновый ,АИ-95 ,12.0,8.6,Япония ,C ,175.0,Euro 0,960000.0
Volkswagen,2016,325370.0,белый,2070.0,механическая,передний,3 или более,1.6,90.0,бензиновый ,АИ-95 ,11.2,5.7,Германия ,B ,178.0,Euro 5 ,750000.0
Kia,2016,125128.0,серый,3424.0,автоматическая,передний,3 или более,1.4,107.0,бензиновый ,АИ-92 ,13.6,6.4,Южная Корея ,B ,168.0,Euro 4 ,1169000.0
Nissan,2018,89000.0,белый,4896.0,вариатор,полный,2 владельца,2.0,144.0,бензиновый ,АИ-95 ,12.1,7.5,Япония ,D ,180.0,Euro 5 ,2350000.0
Land,2014,142000.0,белый,16864.0,автоматическая,полный,3 или более,3.0,248.0,дизельный ,ДТ ,7.9,7.5,Великобритания ,J ,209.0,Euro 5 ,3900000.0
Hyundai,2019,90222.0,красный,3936.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1350000.0
Kia,2012,230804.0,белый,4950.0,автоматическая,передний,1 владелец,2.0,150.0,бензиновый ,АИ-95 ,10.6,7.9,Южная Корея ,C ,182.0,Euro 4 ,1320000.0
Chery,2012,80535.0,красный,1826.0,роботизированная,передний,3 или более,1.3,83.0,бензиновый ,АИ-92 ,17.0,7.1,Китай ,B ,150.0,Euro 0,549000.0
Volkswagen,2017,125000.0,чёрный,17430.0,автоматическая,полный,3 или более,3.6,249.0,бензиновый ,АИ-95 ,8.4,10.9,Германия ,E ,220.0,Euro 4 ,3950000.0
Lada,2020,43500.0,белый,3498.0,механическая,передний,2 владельца,1.6,106.0,бензиновый ,АИ-92 ,11.2,6.9,Россия ,B ,175.0,Euro 5 ,1099990.0
Chery,2022,16000.0,чёрный,9850.0,роботизированная,полный,1 владелец,2.0,197.0,бензиновый ,АИ-92 ,8.5,8.5,Китай ,D ,195.0,Euro 6 ,3099990.0
Hyundai,2020,87000.0,серый,4059.0,автоматическая,передний,2 владельца,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1645000.0
Lada,2020,105000.0,серый,2175.0,механическая,передний,1 владелец,1.6,87.0,бензиновый ,АИ-95 ,11.6,7.5,Россия ,B ,172.0,Euro 5 ,565000.0
Lada,2022,62500.0,белый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,785000.0
Lada,2023,54.0,белый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,840000.0
Volkswagen,2021,51500.0,белый,5250.0,роботизированная,передний,2 владельца,1.4,150.0,бензиновый ,АИ-95 ,9.3,6.8,Германия ,C ,195.0,Euro 6 ,2650000.0
Volkswagen,2019,55000.0,белый,17430.0,автоматическая,полный,2 владельца,2.0,249.0,бензиновый ,АИ-95 ,6.8,8.2,Германия ,E ,225.0,Euro 6 ,6600000.0
Lada,2011,129000.0,чёрный,2156.0,механическая,передний,3 или более,1.6,98.0,бензиновый ,АИ-95 ,11.5,7.2,Россия ,B ,183.0,Euro 4 ,370000.0
Kia,2016,159732.0,белый,3936.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-95 ,11.2,6.4,Южная Корея ,B ,185.0,Euro 4 ,1299000.0
Lada,2015,185765.0,коричневый,1932.0,механическая,передний,2 владельца,1.6,84.0,бензиновый ,АИ-95 ,14.5,9.3,Россия ,C ,156.0,Euro 4 ,749000.0
Volkswagen,2011,124025.0,белый,7650.0,автоматическая,полный,3 или более,2.0,170.0,бензиновый ,АИ-95 ,9.9,9.9,Германия ,C ,197.0,Euro 0,1299000.0
BMW,2016,115000.0,чёрный,17430.0,автоматическая,полный,1 владелец,3.0,249.0,дизельный ,ДТ ,6.7,6.0,Германия ,E ,230.0,Euro 6 ,4490000.0
Subaru,2008,242376.0,серый,14950.0,механическая,полный,3 или более,2.5,230.0,бензиновый ,АИ-95 ,7.1,10.5,Япония ,D ,214.0,Euro 0,1049000.0
Renault,2020,49000.0,бежевый,3729.0,вариатор,передний,1 владелец,1.6,113.0,бензиновый ,АИ-95 ,12.1,6.7,Франция ,B ,170.0,Euro 5 ,1322000.0
Nissan,2013,156885.0,белый,48600.0,автоматическая,полный,3 или более,5.6,405.0,бензиновый ,АИ-95 ,6.6,14.5,Япония ,J ,210.0,Euro 0,2410000.0
Lada,2019,69000.0,чёрный,3392.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,10.5,6.5,Россия ,B ,184.0,Euro 5 ,815000.0
Chery,2021,34000.0,серый,5145.0,вариатор,передний,1 владелец,1.5,147.0,бензиновый ,АИ-92 ,9.8,8.2,Китай ,C ,186.0,Euro 6 ,2100000.0
Kia,2018,192000.0,белый,5100.0,автоматическая,передний,3 или более,2.0,150.0,бензиновый ,АИ-95 ,10.7,7.8,Южная Корея ,D ,202.0,Euro 0,1780000.0
Renault,2021,28541.0,чёрный,3366.0,автоматическая,передний,1 владелец,1.6,102.0,бензиновый ,АИ-95 ,12.0,8.4,Франция ,B ,165.0,Euro 5 ,1498000.0
Hyundai,2018,75084.0,белый,3872.0,механическая,полный,2 владельца,1.6,121.0,бензиновый ,АИ-95 ,12.9,7.4,Южная Корея ,B ,167.0,Euro 5 ,1750000.0
Lexus,2018,100000.0,чёрный,29600.0,автоматическая,полный,3 или более,4.6,296.0,бензиновый ,АИ-95 ,8.3,12.8,Япония ,J ,175.0,Euro 4 ,5890000.0
Audi,2015,92000.0,белый,41625.0,роботизированная,полный,3 или более,3.0,333.0,бензиновый ,АИ-95 ,5.3,7.6,Германия ,E ,250.0,Euro 6 ,3200000.0
Volkswagen,2020,81900.0,белый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.4,6.4,Германия ,B ,184.0,Euro 5 ,1400000.0
BMW,2013,272000.0,синий,8832.0,автоматическая,полный,3 или более,2.0,184.0,дизельный ,ДТ ,7.4,4.7,Германия ,D ,228.0,Euro 5 ,1600000.0
Land,2011,202652.0,голубой,45000.0,автоматическая,полный,3 или более,5.0,375.0,бензиновый ,АИ-98 ,7.6,13.9,Великобритания ,J ,210.0,Euro 5 ,2198000.0
Toyota,2019,101150.0,коричневый,4964.0,вариатор,полный,3 или более,2.0,146.0,бензиновый ,АИ-95 ,11.3,7.5,Япония ,C ,180.0,Euro 5 ,2790000.0
Nissan,2021,29000.0,белый,17928.0,вариатор,полный,1 владелец,3.5,249.0,бензиновый ,АИ-95 ,8.2,10.2,Япония ,E ,210.0,Euro 5 ,3473000.0
Volkswagen,2018,122000.0,серебристый,4000.0,роботизированная,передний,2 владельца,1.4,125.0,бензиновый ,АИ-95 ,9.0,5.7,Германия ,B ,198.0,Euro 5 ,1400000.0
Kia,2017,52000.0,серый,3936.0,автоматическая,передний,3 или более,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1395000.0
Lada,2023,180.0,чёрный,3498.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,13.0,7.3,Россия ,B ,173.0,Euro 5 ,2100000.0
Lada,2012,128500.0,зелёный,1826.0,механическая,полный,1 владелец,1.7,83.0,бензиновый ,АИ-95 ,19.0,9.7,Россия ,J ,137.0,Euro 4 ,380000.0
Kia,2014,160000.0,чёрный,4950.0,автоматическая,передний,2 владельца,2.0,150.0,бензиновый ,АИ-95 ,11.5,8.4,Южная Корея ,C ,176.0,Euro 5 ,1490000.0
Mitsubishi,2013,196000.0,чёрный,3627.0,механическая,передний,3 или более,1.6,117.0,бензиновый ,АИ-95 ,10.8,6.1,Япония ,C ,190.0,Euro 4 ,820000.0
Skoda,2017,155040.0,чёрный,5100.0,механическая,передний,2 владельца,1.4,150.0,бензиновый ,АИ-95 ,8.1,5.2,Чехия ,C ,219.0,Euro 6 ,1598000.0
Volkswagen,2001,271000.0,чёрный,7480.0,автоматическая,передний,3 или более,1.8,170.0,бензиновый ,АИ-92 ,8.2,9.4,Германия ,D ,215.0,Euro 0,465000.0
Toyota,2013,191465.0,серебристый,3782.0,вариатор,передний,1 владелец,1.6,122.0,бензиновый ,АИ-95 ,11.1,6.3,Япония ,C ,185.0,Euro 4 ,1390000.0
Lada,2017,90000.0,белый,3392.0,роботизированная,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,14.1,6.6,Россия ,B ,178.0,Euro 5 ,815000.0
Kia,2019,88000.0,чёрный,3936.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,11.6,6.8,Южная Корея ,B ,183.0,Euro 5 ,1674000.0
Lexus,2021,25330.0,чёрный,17136.0,автоматическая,полный,2 владельца,2.0,238.0,бензиновый ,АИ-95 ,9.5,7.9,Япония ,E ,200.0,Euro 6 ,5653000.0
Volkswagen,2019,64000.0,чёрный,5100.0,роботизированная,передний,1 владелец,1.4,150.0,бензиновый ,АИ-95 ,9.2,7.1,Германия ,C ,198.0,Euro 6 ,2400000.0
BMW,2008,186000.0,серый,6864.0,автоматическая,задний,1 владелец,2.0,156.0,бензиновый ,АИ-95 ,9.8,8.0,Германия ,D ,218.0,Euro 5 ,850000.0
BMW,2020,77842.0,чёрный,17928.0,автоматическая,задний,3 или более,2.0,249.0,бензиновый ,АИ-95 ,6.2,7.0,Германия ,F ,250.0,Euro 6 ,7000000.0
Mazda,2014,202000.0,серый,9216.0,автоматическая,передний,3 или более,2.5,192.0,бензиновый ,АИ-95 ,7.8,6.5,Япония ,D ,223.0,Euro 5 ,1620000.0
Toyota,2021,71000.0,белый,10000.0,автоматическая,передний,2 владельца,2.5,200.0,бензиновый ,АИ-92 ,8.7,6.8,Япония ,D ,210.0,Euro 6 ,3400000.0
Renault,2020,166800.0,коричневый,3366.0,автоматическая,передний,1 владелец,1.6,102.0,бензиновый ,АИ-95 ,11.7,8.4,Франция ,B ,171.0,Euro 5 ,895000.0
Geely,2013,163000.0,серый,2068.0,механическая,передний,2 владельца,1.5,94.0,бензиновый ,АИ-92 ,11.6,6.8,Китай ,B ,165.0,Euro 0,269000.0
